Make,Model,Price,Year,Ran,Location,Province,Seller,Title
renault,trafic,16500,2019 ,80000.0,Arnhem,Gelderland,ED Afbouw,renault trafic gb 1.6 dci 120pk l2h1 t29 2019
audi,tt,7850,2009 ,241000.0,Onstwedde,Groningen,erik zuurman,audi tt 2.0 tfsi coupe 147kw 2009 wit nederlandse auto
bmw,z4,10445,2007 ,185890.0,Krimpen aan de Lek,Zuid-Holland,AUTOHUIS HEIJKOOP,"bmw z4 roadster 2.0i introduction sport (xenon,led,cruise,ai"
audi,quattro,64745,2018 ,67117.0,Krimpen aan de Lek,Zuid-Holland,AUTOHUIS HEIJKOOP,audi rs5 coupé 2.9 tfsi rs 5 quattro nl auto (digitalcockpi
volvo,s60,7945,2006 ,156182.0,Krimpen aan de Lek,Zuid-Holland,AUTOHUIS HEIJKOOP,"volvo s60 2.4 edition ii youngtimer (5 cilinder,navi,schuifd"
alfa romeo,2008,4250,2008 ,230000.0,Rottevalle,Fryslân,klaas,snelle alfa romeo mito 1.4 turbo 114kw 2008 gechipt! 180 pk!
opel,combo,12250,2018 ,51068.0,Emmen,Overijssel,Hans Automotive,opel combo 1.3 l2h1 airco start/stop trekh lat-om-lat €189pm
peugeot,100,178,2019 ,143132.0,Heel Nederland,In every province,Regeljelease.nl,peugeot partner 1.6 100 pk bluehdi premium |
renault,trafic,412,2016 ,111528.0,Heel Nederland,In every province,Regeljelease.nl,renault trafic | 1.6 dci t27 l1h1
ford,transit,12900,2016 ,130821.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.6tdci 96pk l2h1 airco | navigatie |
mercedes,sprinter,681,2020 ,51453.0,Heel Nederland,In every province,Regeljelease.nl,mercedes-benz sprinter | 319
volkswagen,up!,6999,2012 ,69233.0,Tilburg,Noord-Brabant,Car-4-You B.V.,volkswagen up! 1.0 high up!/airco/navigatie/apk
fiat,punto,3745,2008 ,177424.0,Schoonebeek,Drenthe,Auto Hoff,fiat grande punto 1.4-16v editione lusso 120 pk | airco | cr
opel,combo,12250,2018 ,51068.0,Emmen,Overijssel,Hans Automotive,opel combo 1.3 l2h1 airco start/stop trekh lat-om-lat €189pm
alfa romeo,159,5745,2008 ,194480.0,Schoonebeek,Drenthe,Auto Hoff,alfa romeo 159 sportwagon 2.2 jts distinctive | leer | autom
toyota,yaris,3445,2007 ,202399.0,Schoonebeek,Drenthe,Auto Hoff,toyota yaris 1.0 vvti sol | airco | elekt. ramen | 5 deuren
seat,mii,4745,2012 ,231828.0,Schoonebeek,Drenthe,Auto Hoff,seat mii 1.0 style sport | navi | airco | cruise control | l
renault,trafic,6945,2009 ,197218.0,Schoonebeek,Drenthe,Auto Hoff,renault trafic 2.0 dci t29 l2h1 générique | airco | elekt.
peugeot,expert,14250,2017 ,179988.0,Emmen,Overijssel,Hans Automotive,peugeot expert 231l 2.0 pro 120pk l3 airco pdc cruise €245pm
renault,laguna,1245,2005 ,342972.0,Schoonebeek,Drenthe,Auto Hoff,renault laguna grand tour 2.2 dci privilège | autom. airco
volvo,s60,2945,2002 ,326359.0,Schoonebeek,Drenthe,Auto Hoff,volvo s60 2.4 t | leer | autom. airco | cruise control | lmv
hyundai ,i10,2945,2009 ,175635.0,Schoonebeek,Drenthe,Auto Hoff,hyundai i10 1.1 active cool | airco | elekt. ramen | radio /
ford,transit,260,2019 ,124930.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5ecoblue 100pk lang / imperiaal / c
ford,focus,1445,2003 ,248444.0,Schoonebeek,Drenthe,Auto Hoff,ford focus 1.6-16v trend | airco | lmv | elekt. ramen | trek
opel,combo,7350,2016 ,182436.0,Emmen,Overijssel,Hans Automotive,opel combo 1.3 kasten airco cruise startstop trekhaak €122pm
fiat,500c,6745,2010 ,182216.0,Schoonebeek,Drenthe,Auto Hoff,fiat 500c 1.4 lounge | leer | autom. airco | lmv | pdc | sto
opel,corsa,7445,2013 ,82416.0,Schoonebeek,Drenthe,Auto Hoff,opel corsa 1.2-16v design edition | airco | lmv | 5 deuren |
audi,s3,15500,2009 ,205500.0,Gouda,Zuid-Holland,B,audi s3 2.0t quattro s-tronic pano bbs bose full option
renault,kangoo,11650,2018 ,72265.0,Emmen,Overijssel,Hans Automotive,renault kangoo 1.5 dci airco navi cruise pdc latomlat €199pm
ram,ram,1450,1998 ,182250.0,Schiedam,Zuid-Holland,Autohandel Schiedam,renault twingo 1.2 comfort | nw apk | lm velgen - donker ram
volkswagen,polo,23400,2018 ,39956.0,Breukelen,Utrecht,MNG Auto's,volkswagen polo 2.0 tsi gti|virtual|pano|camera|nap|
citroen,c3,3750,2009 ,193935.0,Wolvega,Fryslân,kay,citroen c3 picasso 1.4 vti 2009 blauw met nieuwe apk
volkswagen,caddy,323,2017 ,90280.0,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 2.0tdi 150pk dv-edition / lederen bekledi
volkswagen,caddy,184,2016 ,148838.0,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy maxi | 2.0 tdi highline l2h1
ford,transit,256,2018 ,96597.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5tdci l2h1 100pk euro6 airco | trek
ford,transit,210,2017 ,92386.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5 tdci l1h1
mercedes,citan,225,2020 ,51821.0,Heel Nederland,In every province,Regeljelease.nl,mercedes-benz citan | 109 cdi
nissan,micra,3899,2008 ,71459.0,Soesterberg,Utrecht,Occasion Center de Vries B.V.,nissan micra 1.2 airco cruisecontrol elektr pakket bluetooth
audi,q3,46950,2020 ,40810.0,Huizen,Noord-Holland,Reborninvent,audi q3 sportback 35 tfsi 150pk s tronic 2020 zwart
volkswagen,golf,7800,2010 ,122931.0,Gennep,Limburg,arlette,volkswagen golf plus 1.2 tsi 77kw dsg 2010 grijs
renault,kangoo,11650,2018 ,72265.0,Emmen,Overijssel,Hans Automotive,renault kangoo 1.5 dci airco navi cruise pdc latomlat €199pm
volkswagen,passat,17500,2015 ,94353.0,Voorschoten,Zuid-Holland,G. Draijer,volkswagen passat 1.4 tsi 110kw variant 2015 94.000 km
audi,a4,22000,2016 ,278400.0,Utrecht,Utrecht,M.B.,audi a4 3.0 tdi quattro 272pk|| 3xs-line |panorama | keyless
audi,a6,32000,2013 ,190000.0,Den Dungen,Noord-Brabant,joris,audi a6 avant s6 421pk quattro s tronic 2013 blauw
ford,transit,15650,2016 ,151269.0,Emmen,Overijssel,Hans Automotive,ford transit custom 290 2.2 tdci airco cruise trekhaak €303
toyota,yaris,12450,2014 ,148668.0,Swalmen,Limburg,RK auto’s Reuver,toyota yaris 1.5 hybrid comfort / navi / cruise
audi,a1,8790,2011 ,144921.0,Losser,Overijssel,Stadsauto Twente,audi a1 1.2 tfsi attraction pro line airco lv navi dealer on
citroen,c1,5990,2014 ,116786.0,Losser,Overijssel,Stadsauto Twente,citroen c1 1.0 vvt-i airco nieuwe type
ford,transit,275,2017 ,19648.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect |
ford,fiesta,6250,2011 ,164756.0,Hoorn,Zuid-Holland,annie.asryan89,ford fiesta 1.6 ti-vct 88kw 5dr 2011 zwart
volkswagen,passat,13450,2015 ,211900.0,Maasland,Zuid-Holland,Rob&Carla,volkswagen passat 1.4 tsi variant 2015 zwart alcantara navi
suzuki,swift,8990,2012 ,117874.0,Losser,Overijssel,Stadsauto Twente,suzuki swift 1.2 exclusive easss voorzien van climate cotrol
fiat,500,5250,2008 ,151951.0,Winterswijk,Gelderland,APK Scholten,fiat 500 1.2 lounge
toyota,proace,17450,2018 ,92498.0,Emmen,Overijssel,Hans Automotive,toyota proace l1h1 1.6 | airco cruise navi trekhaak €300pm
renault,clio,1250,1999 ,175768.0,Krimpen aan de Lek,Zuid-Holland,RF de Wit Auto's,renault clio nwe apk  1.4 rt
citroen,c3,7450,2016 ,147918.0,Krimpen aan de Lek,Zuid-Holland,RF de Wit Auto's,citroen c3 1.2 puret selection
volkswagen,golf,11950,2015 ,164979.0,Krimpen aan de Lek,Zuid-Holland,RF de Wit Auto's,volkswagen golf 1.0 tsi comfortline
peugeot,208,6450,2012 ,148206.0,Krimpen aan de Lek,Zuid-Holland,RF de Wit Auto's,peugeot 208 1.2 vti blue lease
fiat,500,6950,2011 ,45632.0,Krimpen aan de Lek,Zuid-Holland,RF de Wit Auto's,fiat 500 1.2 lounge
mitsubishi,space,5950,2015 ,147083.0,Krimpen aan de Lek,Zuid-Holland,RF de Wit Auto's,mitsubishi space star 1.0 bright
mini,cooper,9950,2011 ,157166.0,Putten,Gelderland,STM Auto's,mini mini 1.6 cooper s chili 184 pk! ecc cruisecontrol leer
seat,leon,5450,2009 ,140676.0,Putten,Gelderland,STM Auto's,seat leon 1.8 tfsi style 161 pk! ecc crruisecontrol navigati
opel,vivaro,21950,2018 ,162285.0,Emmen,Overijssel,Hans Automotive,opel vivaro 1.6 cdti l2 dc sport airco nav pdc cruise €377pm
ford,transit,210,2017 ,92386.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5 tdci l1h1
mercedes,citan,225,2020 ,51821.0,Heel Nederland,In every province,Regeljelease.nl,mercedes-benz citan | 109 cdi
volkswagen,caddy,264,2015 ,116429.0,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 2.0 tdi l2h1 bmt maxi / dubbele laadvloer
volkswagen,caddy,203,2018 ,146303.0,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy maxi | 2.0
volkswagen,tiguan,26250,2018 ,40806.0,Zuid-Beijerland,Zuid-Holland,Auto Molendijk,volkswagen tiguan 1.4 tsi navi|acc|clima|stoelverwarming
volkswagen,tiguan,24950,2017 ,55650.0,Zuid-Beijerland,Zuid-Holland,Auto Molendijk,volkswagen tiguan 1.4 tsi navi|acc|standkachel|trekhaak
ford,transit,10900,2016 ,183429.0,Langerak,Drenthe,Van der Wal Vans,ford transit connect 1.6tdci 96pk l2h1 airco | 3-zits | impe
opel,vivaro,21950,2018 ,162285.0,Emmen,Overijssel,Hans Automotive,opel vivaro 1.6 cdti l2 dc sport airco nav pdc cruise €377pm
renault,twingo,1945,2002 ,103296.0,Zevenhuizen,Utrecht,Car important,renault twingo 1.2 privilège 2002 zuinig verkocht !!!
volkswagen,arteon,27499,2017 ,150811.0,Utrecht,Utrecht,Volkswagen Arteon,volkswagen arteon 2.0 tdi 240pk 7-dsg 4motion 2017 zwart
mercedes,glb,47950,2021 ,383.0,De Westereen,In every province,Jeeninga auto's,mercedes-benz glb 180d premium|amg|grijs kenteken|full house
mercedes,200,48900,2018 ,48279.0,De Westereen,In every province,Jeeninga auto's,mercedes-benz e-klasse cabrio 200 25th anniversary edition a
volkswagen,caddy,14600,2017 ,148036.0,Langerak,Drenthe,Van der Wal Vans,volkswagen caddy 2.0tdi l1h1 euro6 *rijklaar* airco | trekha
bentley,continental,33950,2006 ,178243.0,Almere,Flevoland,Carlo Automotive,bentley continental flying spur 6.0 w12 560pk *mulliner* vol
volkswagen,caddy,22750,2016 ,205600.0,Nieuwerkerk aan den IJssel,Zuid-Holland,Paul,volkswagen caddy 2.0 tdi airride 180pk marge 2016 led xenon
bmw,m5,46950,2014 ,95971.0,Almere,Flevoland,Carlo Automotive,bmw 5-serie m5 softclose/headup/dak/360cam/hk vollll!
renault,kangoo,8950,2018 ,110056.0,Emmen,Overijssel,Hans Automotive,renault kangoo 1.5 dci 75 energy | airco navi pdc eco €154pm
bmw,7-serie,83950,2020 ,10854.0,Almere,Flevoland,Carlo Automotive,bmw 7-serie 745e 394pk! m-sport laser/dak/acc/massage vol!
bmw,3-serie,3995,2007 ,260490.0,Enschede,Overijssel,KM Automotive,bmw 3-serie e90 318i zwart executive/leer/clima/navi/stoelvolkswagen
bmw,x5,47950,2015 ,112826.0,Almere,Flevoland,Carlo Automotive,bmw x5 xdrive40e individual m-sport! pano/b&o/acc/headup vol
bmw,x6,47999,2017 ,75974.0,Almere,Flevoland,Carlo Automotive,bmw x6 xdrive40d m-sport hud/dak/360cam/acc vol!
ford,transit,13900,2017 ,125901.0,Langerak,Drenthe,Van der Wal Vans,ford transit connect 1.5tdci 100pk l1h1 euro6 *rijklaar* air
volkswagen,crafter,15500,2017 ,173000.0,Etten-Leur,Noord-Brabant,Abuzuhair,volkswagen crafter 32 109pk tdi gb l2h1 366/3200 (e 2017
peugeot,h2,22700,2018 ,139871.0,Barneveld,Gelderland,Dutchvans.com,peugeot boxer h2 l4 diesel 2018 zwart
volkswagen,tiguan,30950,2017 ,102201.0,Almere,Flevoland,Carlo Automotive,volkswagen tiguan 1.4 tsi 150pk! r-line dsg/pano/virtual/acc
volkswagen,polo,25950,2022 ,8270.0,Almere,Flevoland,Carlo Automotive,volkswagen polo 1.0 tsi life pano/virtual/acc/lane/cameraled
land rover,evoque,29950,2019 ,109853.0,Almere,Flevoland,Carlo Automotive,land rover range rover evoque 2.0 d150 4wd automaat/leer/cam
ford,h1,21600,2015 ,193654.0,Barneveld,Gelderland,Dutchvans.com,ford transit custom h1 l2 diesel 2015 zwart
ford,transit,291,2019 ,80684.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5 ecoblue 100pk 3pers / airconditio
ford,transit,285,2016 ,130821.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.6tdci 96pk l2h1 airco | navigatie |
fiat,fiorino,9650,2018 ,82634.0,Emmen,Overijssel,Hans Automotive,fiat fiorino 1.3 mj sx airco pdc navigatie elektrpak €165pm
ford,transit,15750,2018 ,96597.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5tdci l2h1 100pk euro6 airco | trek
land rover,evoque,23950,2013 ,121086.0,Almere,Flevoland,Carlo Automotive,land rover range rover evoque 2.2 sd4 4wd 190pk pano/aut/mer
volkswagen,golf,17500,2015 ,201500.0,Zaandam,Noord-Holland,Bovag Autobedrijf De Zaan,"volkswagen golf 1.4 tsi gte (keyless, lane assist)"
volkswagen,transporter,22450,2019 ,62641.0,Emmen,Overijssel,Hans Automotive,volkswagen transporter 2.0 tdi l1h1 3-persoons airco €385pm
bmw,x1,34995,2019 ,53232.0,Vriezenveen,Overijssel,Gert Hekhuis auto's,bmw x1 sdrive20i m sport / hud / navi plus / 18 inch
fiat,500,6850,2011 ,65408.0,Dronten,Flevoland,FLEVO Mobiel,fiat 500 1.2 pop pano|airco|lmv
mercedes,2008,6950,2008 ,206639.0,Oss,Noord-Brabant,Eddy,mercedes c-klasse 2.2 cdi c200 avantgarde sedan 2008 blauw
audi,a1,23890,2019 ,32473.0,Heerenveen,Fryslân,Van den Brug Heerenveen,audi a1 sportback 30 tfsi 115 pk epic | navigatie via smartp
peugeot,308,10950,2017 ,122285.0,Dronten,Flevoland,FLEVO Mobiel,peugeot 308 sw 1.6 bluehdi executive pano|navi|clima|cruise|
peugeot,308,9750,2017 ,170122.0,Dronten,Flevoland,FLEVO Mobiel,peugeot 308 1.6 bluehdi blue lease navi|airco|cruise
peugeot,gt,44750,2022 ,5325.0,Dronten,Flevoland,FLEVO Mobiel,peugeot 3008 1.2 puretech 130pk gt pack aut. pano|i-cockpit|
peugeot,308,8450,2016 ,177381.0,Dronten,Flevoland,FLEVO Mobiel,peugeot 308 sw 1.6 120pk bluehdi blue lease executive pano|n
peugeot,208,9950,2018 ,114079.0,Dronten,Flevoland,FLEVO Mobiel,peugeot 208 1.6 bluehdi blue lease 5 deurs navi|1e eig|airco
peugeot,2008,10450,2014 ,118978.0,Dronten,Flevoland,FLEVO Mobiel,peugeot 2008 1.2 vti active navi|clima|pdc|trekhaak
ford,c-max,11950,2016 ,147185.0,Emmen,Overijssel,Hans Automotive,ford grand c-max 1.5 tdci grijs kenteken luxe! €231pm
peugeot,208,12950,2017 ,45544.0,Dronten,Flevoland,FLEVO Mobiel,peugeot 208 1.2 puretech allure pano|navi|clima|pdc|45.500km
peugeot,soul,10750,2016 ,42591.0,Dronten,Flevoland,FLEVO Mobiel,peugeot 208 1.2 puretech urban soul 5 deurs 41.591km!|navi|a
peugeot,208,18950,2020 ,41307.0,Dronten,Flevoland,FLEVO Mobiel,peugeot 208 1.5 bluehdi active navi|1e eig|clima|lanewarn|lm
peugeot,2008,28950,2021 ,7936.0,Dronten,Flevoland,FLEVO Mobiel,peugeot 2008 1.2 131pk puretech gt-line virtual cockpit |nav
peugeot,2008,16750,2019 ,72594.0,Dronten,Flevoland,FLEVO Mobiel,peugeot 2008 1.2 130pk allure navi|pano|1e eig!|half-leder|c
bmw,x6,64945,2018 ,131868.0,Dordrecht,Zuid-Holland,Autopoint Dordrecht,bmw x6 xdrive50i m 450pk sport edit. high exe. full opt.
audi,q2,29999,2017 ,115458.0,Tilburg,Noord-Brabant,Car Store Tilburg,audi q2 1.4 tfsi cod 3x s line pano virtual sfeer nardo
toyota,proace,27900,2018 ,140994.0,Heel Nederland,In every province,Regeljelease.nl,toyota proace worker | 1.6d-4d l3h1 xl dubbele cabine euro6
volkswagen,caddy,243,2015 ,156573.0,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy | 1.6 tdi | airco | navigatie | pdc | multi
mercedes,citan,259,2020 ,71275.0,Heel Nederland,In every province,Regeljelease.nl,mercedes-benz citan | 109 cdi
volkswagen,caddy,203,2018 ,159727.0,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy maxi | 2.0
ford,transit,13600,2016 ,124737.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.6tdci 96pk l2h1 navigatie | camera
opel,mokka,12750,2015 ,104785.0,Dronten,Flevoland,FLEVO Mobiel,opel mokka 1.4 t 140pk edition lmv|airco|cruise|pdc
opel,mokka,11950,2015 ,149705.0,Dronten,Flevoland,FLEVO Mobiel,opel mokka 1.4 t 140pk cosmo navi|half leder|clima|cam|cruis
bmw,5-serie,21950,2014 ,147000.0,Almelo,Overijssel,koopjeshoek,bmw 5-serie 535 xi 2014 schuifkanteldak|automaat|harmankardo
audi,a3,20950,2018 ,174969.0,Heel Nederland,In every province,Finalease.nl,audi a3 1.5 tfsi cod sport s line edition 150pk marge €351pm
mini,countryman,24945,2018 ,59832.0,Krimpen aan den IJssel,Zuid-Holland,Autocentrum Krimpenerwaard,"mini countryman 1.5 cooper sport automaat (black pack, groot"
range,2,54950,2021 ,25070.0,Dronten,Flevoland,FLEVO Mobiel,polestar 2 78kwh launch edition long range dual motoraut. pa
opel,gt,15450,2009 ,79745.0,Dronten,Flevoland,FLEVO Mobiel,opel gt 2.0 turbo 264pk ecotec orig nl auto!|leder|airco|lmv
opel,crossland,16950,2018 ,53497.0,Dronten,Flevoland,FLEVO Mobiel,opel crossland x 1.2 turbo innovation pano|clima|cam|park-as
toyota,proace,27900,2018 ,140994.0,Heel Nederland,In every province,Regeljelease.nl,toyota proace worker | 1.6d-4d l3h1 xl dubbele cabine euro6
renault,twingo,6950,2014 ,111522.0,Dronten,Flevoland,FLEVO Mobiel,renault twingo 1.0 sce expression airco|pdc| dealeronderhoud
renault,twingo,4250,2011 ,137397.0,Dronten,Flevoland,FLEVO Mobiel,renault twingo 1.5 dci dynamique airco|cruise
renault,twingo,8950,2018 ,60507.0,Dronten,Flevoland,FLEVO Mobiel,renault twingo 1.0 sce collection aico|1e eig|apk maart 2024
opel,insignia,13950,2015 ,86818.0,Dronten,Flevoland,FLEVO Mobiel,opel insignia sports tourer 1.4 t 140pk ecoflex edition navi
ford,transit,22900,2019 ,133419.0,Heel Nederland,In every province,Finalease.nl,ford transit l3h3 dc airco pdc 7 pers elektrpakket €374pm
opel,crossland,13950,2017 ,114371.0,Dronten,Flevoland,FLEVO Mobiel,opel crossland x 1.6 cdti innovation pano|navi|hud|cam
opel,astra,11450,2019 ,167053.0,Dronten,Flevoland,FLEVO Mobiel,opel astra sports tourer 1.0 turbo online edition navi|1e ei
opel,astra,13450,2018 ,100229.0,Dronten,Flevoland,FLEVO Mobiel,opel astra 1.0 105pk innovation navi|half-leder|clima|lanewa
opel,astra,15450,2020 ,101820.0,Dronten,Flevoland,FLEVO Mobiel,opel astra sports tourer 1.5 cdti elegance pano|
opel,gs,27850,2022 ,1492.0,Dronten,Flevoland,FLEVO Mobiel,opel corsa 1.2 131pk gs line 5 deurs aut. pano|airco|sportst
mercedes,vito,29700,2018 ,151191.0,Barneveld,Gelderland,DUTCH Vans,mercedes-benz vito personenvervoer 114cdi lang kombi |
opel,cascada,15450,2015 ,92092.0,Dronten,Flevoland,FLEVO Mobiel,opel cascada 1.4 turbo 140pk cosmo navi|cam|half leder|sport
opel,astra,14450,2019 ,122431.0,Dronten,Flevoland,FLEVO Mobiel,opel astra 1.0 turbo innovation 5 deurs full-led|navi|1e eig
renault,scénic,16950,2018 ,73857.0,Dronten,Flevoland,FLEVO Mobiel,renault scénic 1.5 dci intens aut. navi|clima|
ford,h1,16700,2016 ,95864.0,Heel Nederland,In every province,Action Lease,ford transit l3 h1 2016 €231 per maand
ford,100,162,2017 ,144996.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5 tdci 100 pk cruise/ pdc/ trekhaak
mercedes,108,195,2019 ,163533.0,Heel Nederland,In every province,Regeljelease.nl,mercedes-benz citan | 108 cdi
ford,transit,215,2018 ,148178.0,Heel Nederland,In every province,Regeljelease.nl,ford transit connect | 1.5 ecoblue l2h1
peugeot,partner,157,2017 ,100939.0,Heel Nederland,In every province,Regeljelease.nl,peugeot partner | 122 1.6 bluehdi l1h1
renault,scénic,5950,2011 ,206574.0,Dronten,Flevoland,FLEVO Mobiel,renault scénic 1.5 dci bose aut. xenon|navi|navi|cam|lmv
renault,mégane,3950,2010 ,210805.0,Dronten,Flevoland,FLEVO Mobiel,renault mégane 1.4 tce 131pk expression navi|airco|lmv|crui
mercedes,citan,15764,2016 ,122814.0,IJsselstein,Utrecht,DTC Lease,"mercedes citan | bestelwagen | occasions| v.a. €157,64 p.m."
opel,agila,3750,2007 ,99188.0,Dronten,Flevoland,FLEVO Mobiel,opel agila 1.2-16v maxx airco|lmv|trekhaak
renault,mégane,8450,2013 ,151694.0,Dronten,Flevoland,FLEVO Mobiel,renault mégane estate 1.4 tce 131pk gt-line navi |half-lede
opel,astra,14650,2018 ,104832.0,Dronten,Flevoland,FLEVO Mobiel,opel astra sports tourer 1.0 online edition aut. navi|1e eig
renault,twingo,2199,2008 ,210235.0,De Wilp,Groningen,Geert,renault twingo 1.1 2008 zwart nieuwe apk
peugeot,expert,10850,2014 ,128344.0,Emmen,Overijssel,Hans Automotive,peugeot expert 2.0 hdi l2h1 3p trekh airco imperiaal €241pm
renault,mégane,10450,2016 ,175874.0,Dronten,Flevoland,FLEVO Mobiel,renault mégane 1.5 dci bose navi|half leder|clima|massagest
renault,xe,8450,2010 ,176574.0,Dronten,Flevoland,FLEVO Mobiel,renault mégane coupé cabriolet 2.0 140pk dynamique aut. xe
dodge,ram,799,2023 ,1.0,Nuland,Noord-Brabant,Millbrooks,dodge ram 1500 nieuw 2023 met lpg 6 jaar fabrieks-garantie
mercedes,vito,27000,2019 ,41314.0,Dordrecht,Zuid-Holland,koos_ooms,mercedes-benz vito wit lengte 3 163 pk
renault,mégane,4750,2009 ,170071.0,Dronten,Flevoland,FLEVO Mobiel,renault mégane estate 1.6 expression navi|airco|cruise
renault,mégane,8750,2013 ,136990.0,Dronten,Flevoland,FLEVO Mobiel,renault mégane estate 1.2 tce 132pk bose navi|1e eig|clima|
nissan,qashqai,18950,2018 ,152499.0,Dronten,Flevoland,FLEVO Mobiel,nissan qashqai 1.6 163pk tekna + pano|navi|clima|lanewarn|pa
dodge,ram,799,2023 ,1.0,Nuland,Noord-Brabant,Millbrooks,dodge ram 1500 nieuw 2023 met lpg 6 jaar fabrieks- garantie
ford,transit,22700,2018 ,38630.0,Barneveld,Gelderland,DUTCH Vans,ford transit bestelbus 2.0tdci 130pk l3h2 | wit
