Make,Model,Price,Year,Ran,Location,Province,Seller,Title
mercedes,200,16940,2013 ,153997.0,Emmen,Overijssel,Auto Hoge Emmen,mercedes-benz cla-klasse 200 edition 1 amg navigatie panoram
mercedes,200,3948,1999 ,166671.0,Emmen,Overijssel,Auto Hoge Emmen,mercedes-benz clk-klasse coupé 200 sport amg ecc airco elek
audi,q2,23950,2018 ,152239.0,Oosterwolde,Gelderland,Autobedrijf van der Veen Oosterwolde,audi q2 1.4 tfsi cod sport pro line 150 pk automaat | cruise
renault,trafic,22900,2017 ,161324.0,Heel Nederland,In every province,Finalease.nl,renault trafic 1.6 dci t29 l2h1 formula edition dc €374pm
land rover,rover,31448,2008 ,152219.0,Emmen,Overijssel,Auto Hoge Emmen,"land rover defender 2.4 td ht 110"" e btw achterruitrijcamera"
land rover,rover,34940,2014 ,181926.0,Emmen,Overijssel,Auto Hoge Emmen,land rover range rover 4.4 sdv8 vogue navigatie led 100% dea
land rover,rover,40950,2014 ,181926.0,Emmen,Overijssel,Auto Hoge Emmen,land rover range rover 4.4 sdv8 vogue grijskenteken navigati
hyundai ,i30,7248,2013 ,227813.0,Emmen,Overijssel,Auto Hoge Emmen,hyundai i30 wagon 1.6 gdi i-vision ecc navigatie led 1e eige
hyundai ,ix35,7948,2010 ,206217.0,Emmen,Overijssel,Auto Hoge Emmen,hyundai ix35 2.0i dynamic automaat ecc trekhaak rijklaarprij
hyundai ,sc,6948,2008 ,113802.0,Emmen,Overijssel,Auto Hoge Emmen,hyundai h300 2.5 crdi dynamic airco licht metaal trekhaak sc
hyundai ,i40,7448,2011 ,214876.0,Emmen,Overijssel,Auto Hoge Emmen,hyundai i40 wagon 1.6 gdi blue i-motion ecc cruise control l
dacia,h1,9800,2018 ,97780.0,Heel Nederland,In every province,Action Lease,dacia dokker l1 h1 2018 €159 per maand
hyundai ,matrix,2948,2007 ,168618.0,Emmen,Overijssel,Auto Hoge Emmen,hyundai matrix 1.6i active cool airco trekhaak goed onderhou
audi,a1,29000,2019 ,107000.0,Amsterdam,Noord-Holland,Anass,audi a1 sportback 40 tfsi 200pk s tronic 2019 zwart 3xs-line
hyundai ,i20,9948,2016 ,146322.0,Emmen,Overijssel,Auto Hoge Emmen,hyundai i20 1.0 t-gdi go! airco navigatie led 100% onderhoud
ford,c-max,6448,2013 ,204900.0,Emmen,Overijssel,Auto Hoge Emmen,ford c-max 1.0 ambiente ecc stoelverwarming pdc rijklaarprij
ford,b-max,8948,2013 ,130915.0,Emmen,Overijssel,Auto Hoge Emmen,ford b-max 1.0 ecoboost titanium ecc navigatie pdc rijklaarp
ford,mondeo,6448,2012 ,210483.0,Emmen,Overijssel,Auto Hoge Emmen,ford mondeo wagon 1.6 ecoboost trend business navigatie led
ford,mondeo,15940,2015 ,179706.0,Emmen,Overijssel,Auto Hoge Emmen,ford mondeo wagon 1.5 titanium automaat adaptief stoelverkoe
aixam,roadline,6950,2008 ,47108.0,Beek,Limburg,Garage Kaal & Buunk,aixam roadline -2008- incl. 3 mnd garantie + onderhoudsbeurt
ford,focus,5448,2009 ,140054.0,Emmen,Overijssel,Auto Hoge Emmen,ford focus wagon 1.8 titanium airco trekhaak cruise navigati
ford,focus,9948,2018 ,166259.0,Emmen,Overijssel,Auto Hoge Emmen,ford focus wagon 1.0 titanium btw ecc cruise control led 100
peugeot,100,13750,2019 ,107082.0,Oss,Noord-Brabant,Raymond van Lieshout Auto's BV,peugeot partner 1.6 bluehdi premium long 100 pk airco navi d
fiat,h2,8448,2010 ,168977.0,Emmen,Overijssel,Auto Hoge Emmen,fiat ducato 30 2.3 multijet mh2 gran volume l2 h2 airco schu
fiat,500c,9940,2014 ,61452.0,Emmen,Overijssel,Auto Hoge Emmen,fiat 500c 1.2 lounge cabriolet panoramadak airco pdc leder r
fiat,500,6948,2014 ,149405.0,Emmen,Overijssel,Auto Hoge Emmen,fiat 500 0.9 twinair turbo lounge airco panoramadak 100% ond
fiat,sc,5448,2011 ,252236.0,Emmen,Overijssel,Auto Hoge Emmen,fiat scudo 10 1.6 multijet kh1 elektrisch pakket trekhaak sc
renault,trafic,35372,2020 ,96294.0,IJsselstein,Utrecht,DTC Lease,"renault trafic | bestelwagen | occasions| v.a. €353,72 p.m."
fiat,panda,5948,2016 ,100935.0,Emmen,Overijssel,Auto Hoge Emmen,fiat panda 0.9 twinair edizione cool airco led trekhaak 100%
nissan,leaf,32600,2021 ,24538.0,Barneveld,Gelderland,vd Glind Auto's,nissan leaf 62kwh connecta antraciet 02-2021subsidie €2000
fiat,panda,7448,2013 ,104288.0,Emmen,Overijssel,Auto Hoge Emmen,fiat panda 0.9 twinair edizione cool automaat airco led rijk
fiat,panda,2748,2009 ,124161.0,Emmen,Overijssel,Auto Hoge Emmen,fiat panda 1.1 young airco goed onderhouden! all in prijs in
aixam,crossover,16699,2023 ,1.0,Beek,Limburg,Garage Kaal & Buunk - Aixam,nieuwe 2023 model van aixam / crossover suv hoge instap
peugeot,h2,16700,2018 ,167337.0,Barneveld,Gelderland,Dutchvans.com,peugeot boxer h2 l2 diesel 2018 grijs
opel,vivaro,13600,nan,122300.0,Barneveld,Gelderland,DUTCH VANS,20x opel vivaro    airco cruise navi camera
fiat,punto,1948,2011 ,258850.0,Emmen,Overijssel,Auto Hoge Emmen,fiat grande punto 1.3 m-jet actual airco elektrisch pakket a
dacia,sandero,3948,2011 ,140773.0,Emmen,Overijssel,Auto Hoge Emmen,dacia sandero 1.2 lauréate airco nieuwe apk inruil mogelijk
citroën,c1,2948,2011 ,222059.0,Emmen,Overijssel,Auto Hoge Emmen,citroën c1 1.0-12v selection airco elektrisch pakket inruil
opel,vivaro,313,2018 ,171350.0,Heel Nederland,In every province,Regeljelease.nl,opel vivaro tourer | 1.6 cdti l2h1 personenbus
citroën,c1,6948,2012 ,111669.0,Emmen,Overijssel,Auto Hoge Emmen,citroën c1 1.0 exclusive automaat airco led 100% onderhoude
citroën,500,6448,2015 ,197071.0,Emmen,Overijssel,Auto Hoge Emmen,citroën berlingo 1.6 hdi 500 comfort btw airco cruise contr
citroën,c1,3448,2012 ,242806.0,Emmen,Overijssel,Auto Hoge Emmen,citroën c1 1.0 collection airco elektrisch pakket led goed
citroën,500,6748,2013 ,227155.0,Emmen,Overijssel,Auto Hoge Emmen,citroën berlingo 1.6 e-hdi 500 club economy marge automaat
toyota,proace,300,2020 ,106748.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 102pk l2h1 euro6 *rijklaar* airco | cr
citroën,i,1248,2006 ,399076.0,Emmen,Overijssel,Auto Hoge Emmen,citroën c1 1.0-12v ambiance elektrisch pakket nieuwe apk! i
seat,leon,5999,2009 ,92415.0,Tilburg,Noord-Brabant,Car-4-You B.V.,seat leon 1.4 tsi businessline
bmw,coupe,4448,2006 ,251400.0,Emmen,Overijssel,Auto Hoge Emmen,bmw 3-serie coupe 318ci special executive ecc airco leder ri
seat,leon,10950,2012 ,85054.0,Tilburg,Noord-Brabant,Car-4-You B.V.,seat leon 1.4 tsi fr/clima/pdc/nav/6 mnd garantie
toyota,proace,308,2020 ,102633.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 airco | cruise | park
seat,ibiza,9999,2015 ,50470.0,Tilburg,Noord-Brabant,Car-4-You B.V.,seat ibiza 1.4 copa/airco/navi/cruise/pdc/12 mnd garantie
mitsubishi,outlander,15945,2013 ,141868.0,Krimpen aan den IJssel,Zuid-Holland,Autocentrum Krimpenerwaard,mitsubishi outlander 2.0 phev design 203pk automaat (schuifd
seat,leon,8495,2012 ,93184.0,Tilburg,Noord-Brabant,Car-4-You B.V.,seat leon 1.2 tsi ecomotive businessline copa/clima/cruise/a
seat,leon,7999,2012 ,90600.0,Tilburg,Noord-Brabant,Car-4-You B.V.,seat leon 1.2 tsi ecomotive businessline copa/clima/cruise/a
mercedes,citan,17900,2021 ,60367.0,Langerak,Drenthe,Van der Wal Vans,mercedes-benz citan 111cdi l1h1 lang euro6 *rijklaar* airco
seat,ibiza,8395,2014 ,74691.0,Tilburg,Noord-Brabant,Car-4-You B.V.,seat ibiza 1.2 style/airco/apk
suzuki,vitara,25900,2021 ,18053.0,Roggel,Limburg,B&S Auto's B.V.,suzuki vitara 1.4 boosterjet select smart hybrid led koplamp
renault,kadjar,31900,2022 ,3509.0,Roggel,Limburg,B&S Auto's B.V.,renault kadjar 1.3 tce intens led carplay navi cruise lane a
volvo,v40,9850,2015 ,190000.0,Drachten,Fryslân,fries,volvo v40 r-design 2.0 d2 2015 zwart
toyota,proace,324,2020 ,89772.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 *rijklaar* airco | cr
suzuki,swift,4350,2008 ,100449.0,'s-Hertogenbosch,Noord-Brabant,Auto073 B.V.,suzuki swift 1.3 3d 2008 zwart
toyota,corolla,23925,2019 ,45061.0,Leiden,Zuid-Holland,Suzuki Leiden by Bart,toyota corolla 1.8 hybrid style dodehoeksensoren | navi | st
nissan,qashqai,24975,2019 ,65810.0,Leiden,Zuid-Holland,Suzuki Leiden by Bart,nissan qashqai 1.3 dig-t n-connecta automaat navi | trekhaak
ford,transit,321,2020 ,92330.0,Langerak,Drenthe,Van der Wal Vans,ford transit connect 1.5tdci l2h1 trend euro6 *rijklaar* air
renault,trafic,22900,2017 ,161324.0,Heel Nederland,In every province,Finalease.nl,renault trafic 1.6 dci t29 l2h1 formula edition dc €374pm
dacia,h1,9800,2018 ,97780.0,Heel Nederland,In every province,Action Lease,dacia dokker l1 h1 2018 €159 per maand
fiat,is,12945,2014 ,84337.0,Leiden,Zuid-Holland,Suzuki Leiden by Bart,fiat 500 e 24kwh prijs is nog excl. €2.000 subsidie!
kia ,sorento,45500,2021 ,9131.0,"RETIE, BE",In every province,djcars,kia sorento hybride 2021
volkswagen,golf,15950,2010 ,183000.0,Huijbergen,Noord-Brabant,NS,volkswagen golf 6 r20 369pk 2010 volkswagen vi
volkswagen,2008,9750,2008 ,132000.0,Monster,Zuid-Holland,Julian,volkswagen scirocco 2.0 tsi 147kw 2008 grijs
toyota,proace,18900,2020 ,102633.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 airco | cruise | park
mercedes,vito,31900,2020 ,77007.0,Langerak,Drenthe,Van der Wal Vans,mercedes-benz vito 119cdi 191pk automaat l2h1 lang euro6 air
peugeot,expert,15900,2019 ,78388.0,Langerak,Drenthe,Van der Wal Vans,peugeot expert 1.6bluehdi euro 6 115pk airco | dakdragers |
mercedes,citan,291,2021 ,60367.0,Langerak,Drenthe,Van der Wal Vans,mercedes-benz citan 111cdi l1h1 lang euro6 *rijklaar* airco
land rover,evoque,23750,2013 ,148685.0,Hilversum,Noord-Holland,Serry Exclusive,land rover range rover evoque 2.2 td4 4wd pure
renault,twingo,6250,2014 ,25000.0,Akersloot,Noord-Holland,Rick Zwart,renault twingo 1.2 16v 2014 zwart
peugeot,208,6000,2013 ,165200.0,Erp,Noord-Brabant,R. Stultiens,peugeot 208 1.2 vti 60kw/82pk 5-d 2013 airco cruise rijklaar
mercedes,vito,13145,2016 ,163288.0,Langerak,Drenthe,Van der Wal Vans,mercedes-benz vito 109cdi l1h1 *rijklaar* airco | trekhaak |
volkswagen,beetle,13250,2012 ,36900.0,Rhenen,Utrecht,HOH,volkswagen beetle 1.2 tsi 77kw bmt 2012 wit
peugeot,206,1300,2007 ,210387.0,Nijmegen,Gelderland,younes,peugeot 206 1.4 3d 2007 grijs air-line
citroen,c3,16999,2022 ,19245.0,Amsterdam,Noord-Holland,Luc,citroen c3 1.2 puretech 110pk s&s 2022 wit
toyota,proace,16900,2020 ,127300.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d l2h1 euro6 airco | cruisecontrol | par
lexus,gs,11000,2008 ,192.0,Breda,Noord-Brabant,De Schilder Profs,lexus gs 300 3.0 aut 2008 zwart
bmw,coupe,22750,2015 ,154000.0,Oudewater,Utrecht,Ami,bmw 420ia sport m performance gran coupe 2015 grijs metallic
citroën,jumper,28900,2019 ,73438.0,Langerak,Drenthe,Van der Wal Vans,citroën jumper 2.2bluehdi 140pk bakwagen + laadklep euro6 ai
opel,grandland,19950,2018 ,85119.0,Volkel,Noord-Brabant,Autobedrijf v.d. Elzen,opel grandland x 1.2 turbo innovation
hyundai ,kona,48950,2022 ,6855.0,Volkel,Noord-Brabant,Autobedrijf v.d. Elzen,hyundai kona kona 2.0 t-gdi n performance
opel,adam,12950,2016 ,100314.0,Volkel,Noord-Brabant,Autobedrijf v.d. Elzen,opel adam 1.0 turbo rocks
renault,cabrio,2350,2000 ,139500.0,Leunen,Limburg,Automotive-Venray,renault megane cabrio 1.6-16v sport
aixam,roadline,6950,2008 ,47108.0,Beek,Limburg,Garage Kaal & Buunk,aixam roadline -2008- incl. 3 mnd garantie + onderhoudsbeurt
renault,trafic,35372,2020 ,96294.0,IJsselstein,Utrecht,DTC Lease,"renault trafic | bestelwagen | occasions| v.a. €353,72 p.m."
aixam,crossover,16699,2023 ,1.0,Beek,Limburg,Garage Kaal & Buunk - Aixam,nieuwe 2023 model van aixam / crossover suv hoge instap
volvo,v40,12000,2016 ,223771.0,Nieuwegein,Utrecht,Just,volvo v40 cross country
renault,clio,4500,2015 ,212000.0,Rotterdam,Zuid-Holland,Spd Europe b.v,renault clio 1.5 dci 66kw estate 2015 zwart r-link
volkswagen,fox,2500,2010 ,156011.0,'s-Hertogenbosch,Noord-Brabant,Willy,volkswagen fox 1.2 40kw 2010 wit
land rover,rover,21500,1983 ,174484.0,Ootmarsum,Overijssel,LaRo,land rover defender 110 3.5 v8 origineel 1983 belastingvrij
renault,trafic,6945,2009 ,197218.0,Schoonebeek,Drenthe,Auto Hoff,renault trafic 2.0 dci t29 l2h1 générique | airco | elekt.
seat,mii,4745,2012 ,231828.0,Schoonebeek,Drenthe,Auto Hoff,seat mii 1.0 style sport | navi | airco | cruise control | l
renault,laguna,1245,2005 ,342972.0,Schoonebeek,Drenthe,Auto Hoff,renault laguna grand tour 2.2 dci privilège | autom. airco
toyota,aygo,4950,2012 ,83090.0,Rotterdam,Zuid-Holland,dennis,toyota aygo 1.0 12v vvt-i km: 83.090 5drs 2012 zwart airco
renault,clio,7745,2015 ,194624.0,Schoonebeek,Drenthe,Auto Hoff,renault clio estate 0.9 tce night&day | navi | airco | cruis
suzuki,swift,2945,2007 ,200723.0,Schoonebeek,Drenthe,Auto Hoff,suzuki swift 1.3 exclusive | airco | keyless | lmv | elekt.
volvo,c30,4945,2008 ,194811.0,Schoonebeek,Drenthe,Auto Hoff,volvo c30 1.6 advantage | airco | elekt. ramen | lmv | nieuw
mini,cooper,9945,2011 ,102672.0,Schoonebeek,Drenthe,Auto Hoff,mini mini coupé 1.6 cooper s chili | leer | navi | xenon |
land rover,90,16500,1985 ,999999.0,Ootmarsum,Overijssel,LaRo,3x land rover landrover defender 90 benzine rhd 1985 1986
ford,ka,1945,2007 ,77009.0,Schoonebeek,Drenthe,Auto Hoff,ford ka 1.3 futura | airco | elekt. ramen | stuurbekrachtigi
mazda,2,4425,2009 ,227438.0,Schoonebeek,Drenthe,Auto Hoff,mazda 2 1.3 kuro limited edition | autom. airco | lmv | trek
ford,focus,5445,2010 ,169515.0,Schoonebeek,Drenthe,Auto Hoff,ford focus wagon 1.6 comfort | airco | cruise control | lmv
ram,alto,4950,2009 ,113352.0,Rotterdam,Zuid-Holland,dennis,suzuki alto 1.0 2009 exclusive grijs airco elect ramen
volkswagen,caddy,520,2022 ,81.0,Heel Nederland,In every province,Regeljelease.nl,volkswagen caddy cargo | 2.0 tdi | first black edition | led
land rover,rover,12000,1991 ,539115.0,Ootmarsum,Overijssel,LaRo,land rover defender 110 high capacity grijs kenteken 2.8 gtv
mercedes,sprinter,10950,2015 ,400000.0,Rotterdam,Zuid-Holland,Louise,mercedes-benz sprinter 2.2 d 95kw 2015
renault,megane,12650,2017 ,86624.0,Oss,Noord-Brabant,Raymond van Lieshout Auto's BV,renault megane van 1.5 dci van energy 110 pk navi cruise pdc
renault,90,146,2019 ,155047.0,Heel Nederland,In every province,Regeljelease.nl,renault kangoo | 1.5 dci 90 energy comfort maxi
opel,vivaro,313,2018 ,171350.0,Heel Nederland,In every province,Regeljelease.nl,opel vivaro tourer | 1.6 cdti l2h1 personenbus
toyota,proace,300,2020 ,106748.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 102pk l2h1 euro6 *rijklaar* airco | cr
toyota,proace,308,2020 ,102633.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 airco | cruise | park
mercedes,citan,17900,2021 ,60367.0,Langerak,Drenthe,Van der Wal Vans,mercedes-benz citan 111cdi l1h1 lang euro6 *rijklaar* airco
audi,q7,0,2013 ,350000.0,Stavenisse,Zeeland,Eerland,audi q7 2013 grijs kenteken
renault,mégane,9950,2016 ,101398.0,Oss,Noord-Brabant,Raymond van Lieshout Auto's BV,renault mégane 1.5 dci van 110 pk grijs kenteken airco navi
volkswagen,golf,15900,2014 ,137535.0,Raalte,Overijssel,Autocentrum Overijssel,volkswagen golf variant 1.2 tsi business edition / highline
renault,megane,13750,2017 ,72261.0,Oss,Noord-Brabant,Raymond van Lieshout Auto's BV,renault megane van 1.5 dci van energy 110 pk navi cruise pdc
renault,master,15700,nan,72261.0,Barneveld,Gelderland,DUTCH VANS,20x renault master gebruikt en nieuw! airco navi cruise
renault,megane,13450,2017 ,67745.0,Oss,Noord-Brabant,Raymond van Lieshout Auto's BV,renault megane van 1.5 dci van energy 110 pk navi cruise pdc
opel,insignia,6000,2013 ,250000.0,Hurdegaryp,Fryslân,Aj,opel insignia 2.0 cdti 103kw sports tourer 2013 grijs
ford,c-max,11950,2016 ,147185.0,Emmen,Overijssel,Hans Automotive,ford grand c-max 1.5 tdci grijs kenteken luxe! €231pm
audi,q3,43800,2019 ,60029.0,Raalte,Overijssel,Autocentrum Overijssel,audi q3 35 tfsi edition one / s-line / orig. nederlands / pa
land rover,rover,36900,2016 ,182498.0,Raalte,Overijssel,Autocentrum Overijssel,land rover range rover sport 3.0 tdv6 hse black dynamic / 22
audi,quattro,20999,2014 ,123806.0,'s-Gravenhage,Zuid-Holland,Pavlos,audi tts quattro  2.0 / 265 pk  / 2014 wit
volkswagen,t-roc,28950,2019 ,70768.0,Rijswijk,Gelderland,BS Autobedrijf Rijswijk,volkswagen t-roc 1.5 tsi 3xr-line virtual/led/navi/applecar/
aixam,coupe,11750,2017 ,26857.0,Zevenaar,Gelderland,Van Bindsbergen Minicars,aixam coupe sensation brommobiel | microcar | ligier | zgan
volkswagen,golf,33950,2020 ,24927.0,Rijswijk,Gelderland,BS Autobedrijf Rijswijk,volkswagen golf 2.0 tsi gti iq light/acc/sfeer/camera/keyles
audi,a4,11750,2010 ,161975.0,Utrecht,Utrecht,Sandra,audi a4 avant 2.0 tfsi  quattro 211pk dealer onderhouden+nap
volkswagen,tiguan,29995,2016 ,123335.0,Almere,Flevoland,CarMere,volkswagen tiguan 1.4 tsi act highline 2x r line leder pano
ford,transit,15900,2018 ,101701.0,Langerak,Drenthe,Van der Wal Vans,ford transit connect l2 met sterke 101pk **benzine** motor e
bmw,528i,14800,2011 ,170900.0,Amsterdam,Noord-Holland,ArielT,"bmw 5-serie 3.0i 528i high executive, met groot ond. bij bmw"
bmw,5-serie,31950,2018 ,171500.0,Tilburg,Noord-Brabant,De Witte Auto's,bmw 5-serie 530e iperformance m-pakket head-up|360cam|vol
peugeot,expert,10900,2016 ,173445.0,Langerak,Drenthe,Van der Wal Vans,peugeot expert 2.0hdi 130pk l1h1 *rijklaar* airco | cruise |
bmw,i,67450,2021 ,12488.0,Heerenveen,Fryslân,Autoverkoop Heerenveen,bmw z4m-m40 i 340 pk high executive hud/misano blue metallic
mercedes,200,15950,2012 ,199746.0,Heerenveen,Fryslân,Autoverkoop Heerenveen,mercedes-benz slk 200 leer/navi/automaat nieuwstaat!
audi,q5,47500,2020 ,123716.0,Heerenveen,Fryslân,Autoverkoop Heerenveen,audi q5 50 tfsi e quattro s edition blokjes leer/2x s-line n
jeep,wrangler,26500,2009 ,175000.0,'s-Gravenhage,Zuid-Holland,Bart,jeep wrangler unlimited 2009 zwart
renault,trafic,11800,nan,175000.0,Barneveld,Gelderland,DUTCH VANS,30 x renault trafic  airco cruise navi camera
toyota,proace,324,2020 ,89772.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 *rijklaar* airco | cr
ford,transit,321,2020 ,92330.0,Langerak,Drenthe,Van der Wal Vans,ford transit connect 1.5tdci l2h1 trend euro6 *rijklaar* air
toyota,proace,18900,2020 ,102633.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 airco | cruise | park
mercedes,citan,291,2021 ,60367.0,Langerak,Drenthe,Van der Wal Vans,mercedes-benz citan 111cdi l1h1 lang euro6 *rijklaar* airco
mini,cooper,5500,2005 ,170000.0,Prinsenbeek,Noord-Brabant,K. Scheepers,"mini cooper cabrio, zwart, half leren bekleding"
peugeot,107,2750,2011 ,191000.0,Scheemda,Groningen,wouter,peugeot 107 1.0 12v 5dr 2011 zwart
fiat,500,23950,2017 ,55387.0,Voorschoten,Zuid-Holland,EAF Auto's,fiat 500 x cross 1.4 turbo 4x4 crossplus / aut / 170 pk / ac
jaguar,f-type,49950,2013 ,58001.0,Voorschoten,Zuid-Holland,EAF Auto's,jaguar f-type 3.0 v6 convertible / kuipstoelen / leder / spo
peugeot,partner,7450,2014 ,169391.0,Emmen,Overijssel,Hans Automotive,peugeot partner 1.6 e-hdi cruise airco pdc navigatie €167pm
volkswagen,transporter,66450,2022 ,41.0,Alphen aan den Rijn,Zuid-Holland,Jan Blonk Auto's,volkswagen transporter 2.0 tdi l2h1 bulli 150pk dsg dubbel c
audi,tt,45850,2019 ,17319.0,Voorschoten,Zuid-Holland,EAF Auto's,audi tt 45 tfsi s line facelift / 245 pk / aut / f1 / virtua
jeep,wrangler,82950,2022 ,3050.0,Voorschoten,Zuid-Holland,EAF Auto's,jeep wrangler unlimited 4xe 380 sahara / cabrio / leder / na
volkswagen,tiguan,13500,2013 ,140000.0,Amsterdam,Noord-Holland,sinan,volkswagen tiguan 1.4 tsi 90kw bmt 2013 grijs
ford,transit,20700,2018 ,54953.0,Barneveld,Gelderland,DUTCH Vans,ford transit bestelbus 2.0tdci 130pk l3h2 | wit
volkswagen,golf,1499,2004 ,174161.0,Megen,Noord-Brabant,Auto Garage Jimmy,"volkswagen golf 2.0 gti defecte ketting, omgebouwd naar gti"
volkswagen,caddy,13950,2017 ,127327.0,Oss,Noord-Brabant,Danenhoef Auto's,volkswagen caddy 1.0 100pk! benzine airco cruise pdc bpm vri
renault,kangoo,2450,2006 ,201755.0,Heerlen,Limburg,Autobedrijf John Koullen,renault kangoo express 1.5 dci 85 super confort
mitsubishi,lancer,2250,2008 ,250879.0,Lelystad,Flevoland,Autobedrijf Kodan,mitsubishi lancer station wagon 1.6 inform/new dist riem/new
mitsubishi,space,5750,2018 ,60110.0,Lelystad,Flevoland,Autobedrijf Kodan,mitsubishi space star 1.0 cool+/apk dec 2024/ 60 dkm nap
volkswagen,caddy,24945,2019 ,42444.0,Alphen aan den Rijn,Zuid-Holland,Jan Blonk Auto's,volkswagen caddy 2.0 tdi l185pk jb-edition / apple carplay /
mercedes,h2,18800,2016 ,191700.0,Heel Nederland,In every province,Action Lease,mercedes-benz sprinter l2 h2 2016 €268 per maand
volkswagen,polo,13450,2016 ,127633.0,Geesteren,Gelderland,Autobedrijf Lohuis,volkswagen polo 1.2tsi r-line | led | bt | navi
kia ,picanto,7995,2014 ,64512.0,Ven-Zelderheide,Limburg,Veekens Automotive,nette kia picanto 1.0 cvvt 5-drs 2014 wit *airco*apk*nap*
volkswagen,transporter,49945,2020 ,55609.0,Alphen aan den Rijn,Zuid-Holland,Jan Blonk Auto's,volkswagen transporter 2.0 tdi l2h1 190pk dc dubbel cabine d
audi,a3,23750,2015 ,57025.0,Zutphen,Gelderland,Vakgarage Semtexx,audi a3 cabrio quattro 2.0 tsi | automaat | leder |
toyota,proace,304,2019 ,101627.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d 100pk l2h1 euro6 *rijklaar* airco | cr
mercedes,vito,13145,2016 ,163288.0,Langerak,Drenthe,Van der Wal Vans,mercedes-benz vito 109cdi l1h1 *rijklaar* airco | trekhaak |
toyota,proace,16900,2020 ,127300.0,Langerak,Drenthe,Van der Wal Vans,toyota proace 1.5d-4d l2h1 euro6 airco | cruisecontrol | par
citroën,jumper,28900,2019 ,73438.0,Langerak,Drenthe,Van der Wal Vans,citroën jumper 2.2bluehdi 140pk bakwagen + laadklep euro6 ai
daihatsu,i,4450,1997 ,57665.0,Erica,Drenthe,Erwin Mol Automotive,daihatsu feroza 1.6 i resintop 4wd 1997 grijs
audi,a4,5500,2006 ,160000.0,Tilburg,Noord-Brabant,Super Kozijnen Tilburg,audi a4 2.0 96kw avant 2006 grijs
volkswagen,up!,18000,2017 ,52700.0,Vinkel,Noord-Brabant,nvl,volkswagen up! e-up 5-drs 2017 wit
peugeot,gti,19950,1992 ,212541.0,Nijkerk,Gelderland,Autobedrijf van Schijndel,peugeot 205 1.9 gti | origineel nederlandse auto!
volkswagen,golf,7500,2013 ,251000.0,Zaltbommel,Gelderland,Jihane brakel,volkswagen golf 1.2 tsi 63kw 5d 2013 grijs
bmw,m,18850,2013 ,134333.0,Voorschoten,Zuid-Holland,Autobedrijf Van Altena,bmw 1-serie cabrio 118i m sport edition / aut / navi / leder
volkswagen,golf,8495,2007 ,145653.0,Wijk en Aalburg,Noord-Brabant,gijs,volkswagen golf 2.0 gti 147kw 2007 zwart
volkswagen,passat,6950,2009 ,246500.0,Purmerend,Noord-Holland,louisvanbeek,volkswagen passat 1.8 tsi 118kw cc 2009 bruin
fiat,panda,1750,2004 ,161537.0,Oud Gastel,Noord-Brabant,Garage Jolitech,fiat panda 1.2 2004 blauw disney
volkswagen,t-roc,22950,2020 ,36895.0,Etten-Leur,Noord-Brabant,Smeulen Autos B.V.,volkswagen t-roc 1.0 tsi style business pdc/led/acc/assist/n
audi,q3,50999,2020 ,28450.0,Tilburg,Noord-Brabant,Van Geffen Voertuigen,audi q3 sportback 35 tfsi 3x s line pano sfeerverl. camera d
volkswagen,caddy,29945,2020 ,75894.0,Alphen aan den Rijn,Zuid-Holland,Jan Blonk Auto's,volkswagen caddy 2.0 tdi l2h1 bmt maxi c-edition dsg 187pk /
mercedes,200,32950,2017 ,35525.0,Etten-Leur,Noord-Brabant,Smeulen Autos B.V.,mercedes-benz c-klasse estate 200 premium plus amg led/cruis
ram,cherokee,29950,2016 ,78793.0,Voorschoten,Zuid-Holland,Autobedrijf Van Altena,jeep grand cherokee 3.0 crd / black edition / panorama / gri
renault,megane,7495,2012 ,133862.0,Bussum,Noord-Holland,Kriek Auto's,renault megane 1.2 tce bose 85kw energy estate
dodge,ram,33500,2016 ,196870.0,Boxtel,Noord-Brabant,Twin Cars,dodge ram 1500 5.7 v8 4x4 sport luchtv. schuifdak magnaflow
audi,sq5,64950,2020 ,73316.0,Oss,Noord-Brabant,Vira,audi sq5 3.0 tdi aut. quattro pano matrix memory luchtvering
renault,trafic,7450,2012 ,247156.0,Zandpol,Drenthe,Harry Vink Auto's,renault trafic 2.0 dci t27 l1h1 eco | airco | trekhaak | cru
opel,agila,5468,2010 ,164708.0,Zandpol,Drenthe,Harry Vink Auto's,opel agila 1.2 edition | 1e eigenaar | airco | 5 deurs | apk
